Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,1,Qxf7,True,d5f7,49 cp,0.524
openai/gpt-4.1-mini,2,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,3,Qxf7,True,d5f7,50 cp,0.525
openai/gpt-4.1-mini,4,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,5,Qxf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,6,Qxf7,True,d5f7,34 cp,0.517
openai/gpt-4.1-mini,7,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,8,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,9,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,10,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,11,Qxf7,True,d5f7,31 cp,0.515
openai/gpt-4.1-mini,12,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,13,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,14,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,15,Qxf7,True,d5f7,46 cp,0.523
openai/gpt-4.1-mini,16,Qxf7,True,d5f7,41 cp,0.52
openai/gpt-4.1-mini,17,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,18,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,19,Qf7,True,d5f7,44 cp,0.522
openai/gpt-4.1-mini,20,Nh5,False,,,0.0
openai/gpt-4.1-mini,21,Qf7,True,d5f7,27 cp,0.513
openai/gpt-4.1-mini,22,Qxf7,True,d5f7,54 cp,0.527
openai/gpt-4.1-mini,23,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,24,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,25,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,26,Nf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,27,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,28,Qxd7,True,d5d7,-538 cp,0.231
openai/gpt-4.1-mini,29,Qxf7,True,d5f7,51 cp,0.525
openai/gpt-4.1-mini,30,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,31,Qf7,True,d5f7,39 cp,0.519
openai/gpt-4.1-mini,32,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,33,Qxf7,True,d5f7,54 cp,0.527
openai/gpt-4.1-mini,34,Qg8Rxg8,False,,,0.0
openai/gpt-4.1-mini,35,Nxf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,36,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,37,Qf7,True,d5f7,53 cp,0.526
openai/gpt-4.1-mini,38,Nhf7,True,h6f7,Mate in 3,0.98
openai/gpt-4.1-mini,39,Qg8,True,d5g8,Mate in 1,1.0
openai/gpt-4.1-mini,40,Qxf7,True,d5f7,57 cp,0.528
