Call#,PuzzleID,Move,Legal,UCI,Eval,Normalized,FEN,Temperature,Top_p,Max_tokens
1,On8u6,Qe4,True,e2e4,231 cp,0.592,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
2,On8u6,Qe4,True,e2e4,265 cp,0.606,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
3,On8u6,Qe4,True,e2e4,253 cp,0.601,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
4,On8u6,Qe4,True,e2e4,277 cp,0.611,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
5,On8u6,Qe4,True,e2e4,253 cp,0.601,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
6,On8u6,Qe4,True,e2e4,277 cp,0.611,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
7,On8u6,Qe4,True,e2e4,276 cp,0.61,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
8,On8u6,Qe4,True,e2e4,266 cp,0.606,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
9,On8u6,Qe4,True,e2e4,272 cp,0.609,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
10,On8u6,Qe4,True,e2e4,277 cp,0.611,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
11,On8u6,Qe4,True,e2e4,270 cp,0.608,2k5/6p1/3qp2r/1p5p/2pP1b2/2P2P1p/1R2Q3/5RK1 w - - 0 35,0.1,0.3,1000
