Call#,PuzzleID,Move,Legal,UCI,Eval,Normalized,FEN,Temperature,Top_p,Max_tokens
1,m3lLD,Qh4,True,h3h4,-110 cp,0.456,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
2,m3lLD,Qh4,True,h3h4,-112 cp,0.455,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
3,m3lLD,Qh4,True,h3h4,-117 cp,0.453,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
4,m3lLD,Qh4,True,h3h4,-125 cp,0.45,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
5,m3lLD,Qh4,True,h3h4,-99 cp,0.46,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
6,m3lLD,Qh4,True,h3h4,-124 cp,0.45,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
7,m3lLD,Qh4,True,h3h4,-129 cp,0.448,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
8,m3lLD,Qh4,True,h3h4,-119 cp,0.452,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
9,m3lLD,Qh4,True,h3h4,-130 cp,0.448,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
10,m3lLD,Qh4,True,h3h4,-117 cp,0.453,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.9,0.3,1000
