Call#,PuzzleID,Move,Legal,UCI,Eval,Normalized,FEN,Temperature,Top_p,Max_tokens
1,m3lLD,Qh4,True,h3h4,-108 cp,0.457,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
2,m3lLD,Qh4,True,h3h4,-105 cp,0.458,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
3,m3lLD,Qxh5,True,h3h5,-875 cp,0.15,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
4,m3lLD,Qh4,True,h3h4,-102 cp,0.459,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
5,m3lLD,Qh4,True,h3h4,-105 cp,0.458,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
6,m3lLD,Qh4,True,h3h4,-96 cp,0.462,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
7,m3lLD,Qh4,True,h3h4,-100 cp,0.46,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
8,m3lLD,Qh4,True,h3h4,-100 cp,0.46,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
9,m3lLD,Qh4,True,h3h4,-101 cp,0.46,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
10,m3lLD,Qxh5,True,h3h5,-898 cp,0.141,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
11,m3lLD,Qh4,True,h3h4,-104 cp,0.458,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
12,m3lLD,Qxh5,True,h3h5,-887 cp,0.145,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
13,m3lLD,Qh4,True,h3h4,-117 cp,0.453,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
14,m3lLD,Qh4,True,h3h4,-101 cp,0.46,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
15,m3lLD,Qxh5,True,h3h5,-897 cp,0.141,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
16,m3lLD,Qh4,True,h3h4,-108 cp,0.457,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
17,m3lLD,Qh4,True,h3h4,-104 cp,0.458,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
18,m3lLD,Qxh5,True,h3h5,-888 cp,0.145,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
19,m3lLD,Qxh5,True,h3h5,-896 cp,0.142,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
20,m3lLD,Qxh5,True,h3h5,-898 cp,0.141,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
21,m3lLD,Qh4,True,h3h4,-85 cp,0.466,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
22,m3lLD,Qh4,True,h3h4,-86 cp,0.466,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
23,m3lLD,Qh4,True,h3h4,-96 cp,0.462,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
24,m3lLD,Qh4,True,h3h4,-93 cp,0.463,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
25,m3lLD,Qxh5,True,h3h5,-898 cp,0.141,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
26,m3lLD,Qh4,True,h3h4,-102 cp,0.459,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
27,m3lLD,Qh4,True,h3h4,-98 cp,0.461,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
28,m3lLD,Qh4,True,h3h4,-115 cp,0.454,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
29,m3lLD,Qxh5,True,h3h5,-890 cp,0.144,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
30,m3lLD,Qh4,True,h3h4,-123 cp,0.451,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
31,m3lLD,Qh4,True,h3h4,-92 cp,0.463,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
32,m3lLD,Qh4,True,h3h4,-85 cp,0.466,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
33,m3lLD,Qh4,True,h3h4,-100 cp,0.46,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
34,m3lLD,Qh4,True,h3h4,-97 cp,0.461,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
35,m3lLD,Qh4,True,h3h4,-79 cp,0.468,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
36,m3lLD,Qh4,True,h3h4,-83 cp,0.467,4k1r1/pp2rqp1/2p5/7p/3P4/2NP1P1Q/PP4PP/4R1K1 w - - 0 24,0.7,0.5,1000
