Call#,Move,Legal,UCI,Eval,Normalized,FEN
1,Qxd7,True,c7d7,950 cp,0.88,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
2,Bf4,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
3,Qxb2,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
4,Qxd7,True,c7d7,1009 cp,0.9,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
5,Qxh7,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
6,Kf8,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
7,Qxd7,True,c7d7,1038 cp,0.9,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
8,d4,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
9,Qd7,True,c7d7,Mate in 16,0.901,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
10,Qxd7,True,c7d7,Mate in 16,0.901,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
11,Nf3,True,d2f3,738 cp,0.795,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
12,Nh5,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
13,Qxd7,True,c7d7,Mate in 16,0.901,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
14,Qxh7,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
15,Qxh7,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
16,Nh5,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
17,Nf3,True,d2f3,772 cp,0.809,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
18,Qxd7,True,c7d7,Mate in 16,0.901,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
19,Qxd7,True,c7d7,Mate in 3,0.903,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
20,Nf3,True,d2f3,794 cp,0.818,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
21,O-O,False,,,0.0,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
22,Bd4,True,c3d4,Mate in 1,0.91,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
23,Qxd7,True,c7d7,Mate in 3,0.903,K7/b1Qp4/5p2/3k1P2/5r2/2B5/N2N1P2/8
