Call#,Move,Legal,UCI,Eval,Normalized,FEN
1,Qh8,True,g7h8,2 cp,0.501,8/5pQB/6n1/6k1/6P1/6K1/8/8
2,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
3,Qh7,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
4,Qh8,True,g7h8,-5 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
5,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
6,Qh8,True,g7h8,-5 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
7,Qe8,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
8,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
9,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
10,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
11,Qh8,True,g7h8,-2 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
12,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
13,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
14,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
15,Qe8,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
16,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
17,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
18,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
19,Qh8,True,g7h8,-5 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
20,Qe8,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
21,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
22,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
23,Qh8,True,g7h8,-2 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
24,Qh8,True,g7h8,-6 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
25,Qh7,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
26,Qh8,True,g7h8,-5 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
27,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
28,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
29,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
30,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
31,Qh8,True,g7h8,-2 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
32,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
33,Qh7,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
34,Qh8,True,g7h8,-1 cp,0.5,8/5pQB/6n1/6k1/6P1/6K1/8/8
35,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
36,Qh8,True,g7h8,-2 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
37,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
38,Qh8,True,g7h8,-1 cp,0.5,8/5pQB/6n1/6k1/6P1/6K1/8/8
39,Qh8,True,g7h8,-2 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
40,Qh8,True,g7h8,-1 cp,0.5,8/5pQB/6n1/6k1/6P1/6K1/8/8
41,Qh8,True,g7h8,-2 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
42,Qh8,True,g7h8,0 cp,0.5,8/5pQB/6n1/6k1/6P1/6K1/8/8
43,Qh7,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
44,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
45,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
46,Qh8,True,g7h8,-2 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
47,Qh7,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
48,Qe8,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
49,Qh8,True,g7h8,-3 cp,0.499,8/5pQB/6n1/6k1/6P1/6K1/8/8
50,Qh7,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
51,Qe8,False,,,0.0,8/5pQB/6n1/6k1/6P1/6K1/8/8
52,Qh8,True,g7h8,-5 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
53,Qh8,True,g7h8,-4 cp,0.498,8/5pQB/6n1/6k1/6P1/6K1/8/8
