Model,Call#,Move,Legal,UCI,Eval,Normalized
google/gemini-2.5-flash-lite,1,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,2,Qh5,True,d5h5,-678 cp,0.161
google/gemini-2.5-flash-lite,3,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,4,Qh5,True,d5h5,-682 cp,0.159
google/gemini-2.5-flash-lite,5,Qd3,True,d5d3,34 cp,0.517
google/gemini-2.5-flash-lite,6,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,7,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,8,Qd3,True,d5d3,25 cp,0.512
google/gemini-2.5-flash-lite,9,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,10,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,11,Qh5,True,d5h5,-683 cp,0.158
google/gemini-2.5-flash-lite,12,Qh5,True,d5h5,-672 cp,0.164
google/gemini-2.5-flash-lite,13,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,14,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,15,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,16,Qh5,True,d5h5,-673 cp,0.163
google/gemini-2.5-flash-lite,17,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,18,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,19,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,20,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,21,Qh5,True,d5h5,-687 cp,0.156
google/gemini-2.5-flash-lite,22,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,23,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,24,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,25,Qd3,True,d5d3,29 cp,0.514
google/gemini-2.5-flash-lite,26,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,27,Qh5,True,d5h5,-687 cp,0.156
google/gemini-2.5-flash-lite,28,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,29,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,30,Qd3,True,d5d3,37 cp,0.518
google/gemini-2.5-flash-lite,31,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,32,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,33,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,34,Qh5,True,d5h5,-678 cp,0.161
google/gemini-2.5-flash-lite,35,Qh5,True,d5h5,-671 cp,0.164
google/gemini-2.5-flash-lite,36,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,37,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,38,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,39,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,40,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,41,Qh5,True,d5h5,-683 cp,0.158
google/gemini-2.5-flash-lite,42,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,43,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,44,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,45,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,46,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,47,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,48,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,49,Qh5,True,d5h5,-665 cp,0.167
google/gemini-2.5-flash-lite,50,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,51,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,52,Qh5,True,d5h5,-661 cp,0.169
google/gemini-2.5-flash-lite,53,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,54,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,55,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,56,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,57,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,58,Qd3,True,d5d3,33 cp,0.516
google/gemini-2.5-flash-lite,59,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,60,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,61,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,62,Qh5,True,d5h5,-677 cp,0.161
google/gemini-2.5-flash-lite,63,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,64,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,65,Qh5,True,d5h5,-674 cp,0.163
google/gemini-2.5-flash-lite,66,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,67,Qh5,True,d5h5,-659 cp,0.17
google/gemini-2.5-flash-lite,68,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,69,Qh5,True,d5h5,-654 cp,0.173
google/gemini-2.5-flash-lite,70,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,71,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,72,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,73,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,74,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,75,Qh5,True,d5h5,-681 cp,0.159
google/gemini-2.5-flash-lite,76,Qh5,True,d5h5,-668 cp,0.166
google/gemini-2.5-flash-lite,77,Qd3,True,d5d3,48 cp,0.524
google/gemini-2.5-flash-lite,78,Qd3,True,d5d3,43 cp,0.521
google/gemini-2.5-flash-lite,79,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,80,Qh5,True,d5h5,-687 cp,0.156
google/gemini-2.5-flash-lite,81,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,82,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,83,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,84,Qh5,True,d5h5,-676 cp,0.162
google/gemini-2.5-flash-lite,85,Qd3,True,d5d3,48 cp,0.524
google/gemini-2.5-flash-lite,86,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,87,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,88,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,89,Qd3,True,d5d3,48 cp,0.524
google/gemini-2.5-flash-lite,90,Qh5,True,d5h5,-669 cp,0.165
google/gemini-2.5-flash-lite,91,Qd3,True,d5d3,38 cp,0.519
google/gemini-2.5-flash-lite,92,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,93,Qh5,True,d5h5,-679 cp,0.16
google/gemini-2.5-flash-lite,94,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,95,Qh5,True,d5h5,-680 cp,0.16
google/gemini-2.5-flash-lite,96,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,97,Qh5,True,d5h5,-675 cp,0.162
google/gemini-2.5-flash-lite,98,Qh5,True,d5h5,-666 cp,0.167
google/gemini-2.5-flash-lite,99,Qd5,False,,,0.0
google/gemini-2.5-flash-lite,100,Qh5,True,d5h5,-663 cp,0.168
,,,,,,
=== Summary Statistics ===,,,,,,
Average Normalized Value,,,,,0.151,
Standard Deviation,,,,,0.142,
Mean Absolute Error (from 0.5),,,,,0.353,
Illegal Moves (%),,,,,29.00%,
Mean Value (Legal Moves Only),,,,,0.213,
