Model,Call#,Move,Legal,UCI,Eval,Normalized
openai/gpt-4.1-mini,1,Qxh7,True,h6h7,-482 cp,0.259
openai/gpt-4.1-mini,2,Qxh7,True,h6h7,-494 cp,0.253
openai/gpt-4.1-mini,3,Qxh7,True,h6h7,-524 cp,0.238
openai/gpt-4.1-mini,4,Qxh7,True,h6h7,-467 cp,0.266
openai/gpt-4.1-mini,5,Qxh7,True,h6h7,-509 cp,0.245
openai/gpt-4.1-mini,6,Qxh7,True,h6h7,-507 cp,0.246
openai/gpt-4.1-mini,7,Qxh7,True,h6h7,-506 cp,0.247
openai/gpt-4.1-mini,8,Qxh7,True,h6h7,-521 cp,0.239
openai/gpt-4.1-mini,9,Qxh7,True,h6h7,-524 cp,0.238
openai/gpt-4.1-mini,10,Qxh7,True,h6h7,-525 cp,0.237
openai/gpt-4.1-mini,11,Qxh7,True,h6h7,-537 cp,0.231
openai/gpt-4.1-mini,12,Qxh7,True,h6h7,-506 cp,0.247
openai/gpt-4.1-mini,13,Qxh7,True,h6h7,-541 cp,0.229
openai/gpt-4.1-mini,14,Qxh7,True,h6h7,-507 cp,0.246
openai/gpt-4.1-mini,15,Qxh7,True,h6h7,-550 cp,0.225
openai/gpt-4.1-mini,16,Qxh7,True,h6h7,-522 cp,0.239
openai/gpt-4.1-mini,17,Qxh7,True,h6h7,-517 cp,0.241
openai/gpt-4.1-mini,18,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,19,Qxh7,True,h6h7,-542 cp,0.229
openai/gpt-4.1-mini,20,Qxh7,True,h6h7,-530 cp,0.235
openai/gpt-4.1-mini,21,Qxh7,True,h6h7,-523 cp,0.238
openai/gpt-4.1-mini,22,Qxh7,True,h6h7,-530 cp,0.235
openai/gpt-4.1-mini,23,Qxh7,True,h6h7,-548 cp,0.226
openai/gpt-4.1-mini,24,Qxh7,True,h6h7,-536 cp,0.232
openai/gpt-4.1-mini,25,Qxh7,True,h6h7,-554 cp,0.223
openai/gpt-4.1-mini,26,Qxh7,True,h6h7,-550 cp,0.225
openai/gpt-4.1-mini,27,Qxh7,True,h6h7,-541 cp,0.229
openai/gpt-4.1-mini,28,Qxh7,True,h6h7,-551 cp,0.224
openai/gpt-4.1-mini,29,Qxh7,True,h6h7,-560 cp,0.22
openai/gpt-4.1-mini,30,Qxh7,True,h6h7,-535 cp,0.232
openai/gpt-4.1-mini,31,Qxh7,True,h6h7,-547 cp,0.226
openai/gpt-4.1-mini,32,Qxh7,True,h6h7,-554 cp,0.223
openai/gpt-4.1-mini,33,Qxh7,True,h6h7,-511 cp,0.244
openai/gpt-4.1-mini,34,Qxh7,True,h6h7,-546 cp,0.227
openai/gpt-4.1-mini,35,Qxh7,True,h6h7,-530 cp,0.235
openai/gpt-4.1-mini,36,Qxh7,True,h6h7,-551 cp,0.224
openai/gpt-4.1-mini,37,Qxh7,True,h6h7,-536 cp,0.232
openai/gpt-4.1-mini,38,Qxh7,True,h6h7,-540 cp,0.23
openai/gpt-4.1-mini,39,Qxh7,True,h6h7,-542 cp,0.229
openai/gpt-4.1-mini,40,Qxh7,True,h6h7,-548 cp,0.226
openai/gpt-4.1-mini,41,Qxh7,True,h6h7,-533 cp,0.233
openai/gpt-4.1-mini,42,Qxh7,True,h6h7,-554 cp,0.223
openai/gpt-4.1-mini,43,Qxh7,True,h6h7,-553 cp,0.223
openai/gpt-4.1-mini,44,Qxh7,True,h6h7,-550 cp,0.225
openai/gpt-4.1-mini,45,Qxh7,True,h6h7,-537 cp,0.231
openai/gpt-4.1-mini,46,Qxh7,True,h6h7,-540 cp,0.23
openai/gpt-4.1-mini,47,Qxh7,True,h6h7,-543 cp,0.228
openai/gpt-4.1-mini,48,Qxh7,True,h6h7,-542 cp,0.229
openai/gpt-4.1-mini,49,Qxh7,True,h6h7,-530 cp,0.235
openai/gpt-4.1-mini,50,Qxh7,True,h6h7,-551 cp,0.224
openai/gpt-4.1-mini,51,Qxh7,True,h6h7,-540 cp,0.23
openai/gpt-4.1-mini,52,Qxh7,True,h6h7,-555 cp,0.222
openai/gpt-4.1-mini,53,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,54,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,55,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,56,Qxh7,True,h6h7,-548 cp,0.226
openai/gpt-4.1-mini,57,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,58,Qxh7,True,h6h7,-550 cp,0.225
openai/gpt-4.1-mini,59,Qxh7,True,h6h7,-545 cp,0.227
openai/gpt-4.1-mini,60,Qxh7,True,h6h7,-559 cp,0.22
openai/gpt-4.1-mini,61,Qxh7,True,h6h7,-547 cp,0.226
openai/gpt-4.1-mini,62,Qxh7,True,h6h7,-553 cp,0.223
openai/gpt-4.1-mini,63,Qxh7,True,h6h7,-555 cp,0.222
openai/gpt-4.1-mini,64,Qxh7,True,h6h7,-555 cp,0.222
openai/gpt-4.1-mini,65,Qxh7,True,h6h7,-551 cp,0.224
openai/gpt-4.1-mini,66,Qxh7,True,h6h7,-552 cp,0.224
openai/gpt-4.1-mini,67,Qxh7,True,h6h7,-547 cp,0.226
openai/gpt-4.1-mini,68,Qxh7,True,h6h7,-527 cp,0.236
openai/gpt-4.1-mini,69,Qxh7,True,h6h7,-549 cp,0.225
openai/gpt-4.1-mini,70,Qxh7,True,h6h7,-557 cp,0.221
openai/gpt-4.1-mini,71,Qxh7,True,h6h7,-548 cp,0.226
openai/gpt-4.1-mini,72,Qxh7,True,h6h7,-543 cp,0.228
